"","lsoa01cd","fua"
"1245","E01001245","London"
"1246","E01001246","London"
"1247","E01001247","London"
"1248","E01001248","London"
"1249","E01001249","London"
"1250","E01001250","London"
"1251","E01001251","London"
"1252","E01001252","London"
"1253","E01001253","London"
"1254","E01001254","London"
"1255","E01001255","London"
"1256","E01001256","London"
"1257","E01001257","London"
"1258","E01001258","London"
"1259","E01001259","London"
"1260","E01001260","London"
"1261","E01001261","London"
"1262","E01001262","London"
"1263","E01001263","London"
"1264","E01001264","London"
"1265","E01001265","London"
"1266","E01001266","London"
"1267","E01001267","London"
"1268","E01001268","London"
"1269","E01001269","London"
"1270","E01001270","London"
"1271","E01001271","London"
"1272","E01001272","London"
"1273","E01001273","London"
"1274","E01001274","London"
"1275","E01001275","London"
"1276","E01001276","London"
"1277","E01001277","London"
"1278","E01001278","London"
"1279","E01001279","London"
"1280","E01001280","London"
"1281","E01001281","London"
"1282","E01001282","London"
"1283","E01001283","London"
"1284","E01001284","London"
"1285","E01001285","London"
"1286","E01001286","London"
"1287","E01001287","London"
"1288","E01001288","London"
"1289","E01001289","London"
"1290","E01001290","London"
"1291","E01001291","London"
"1292","E01001292","London"
"1293","E01001293","London"
"1294","E01001294","London"
"1295","E01001295","London"
"1296","E01001296","London"
"1297","E01001297","London"
"1298","E01001298","London"
"1299","E01001299","London"
"1300","E01001300","London"
"1301","E01001301","London"
"1302","E01001302","London"
"1303","E01001303","London"
"1304","E01001304","London"
"1305","E01001305","London"
"1306","E01001306","London"
"1307","E01001307","London"
"1308","E01001308","London"
"1309","E01001309","London"
"1310","E01001310","London"
"1311","E01001311","London"
"1312","E01001312","London"
"1313","E01001313","London"
"1314","E01001314","London"
"1315","E01001315","London"
"1316","E01001316","London"
"1317","E01001317","London"
"1318","E01001318","London"
"1319","E01001319","London"
"1320","E01001320","London"
"1321","E01001321","London"
"1322","E01001322","London"
"1323","E01001323","London"
"1324","E01001324","London"
"1325","E01001325","London"
"1326","E01001326","London"
"1327","E01001327","London"
"1328","E01001328","London"
"1329","E01001329","London"
"1330","E01001330","London"
"1331","E01001331","London"
"1332","E01001332","London"
"1333","E01001333","London"
"1334","E01001334","London"
"1335","E01001335","London"
"1336","E01001336","London"
"1337","E01001337","London"
"1338","E01001338","London"
"1339","E01001339","London"
"1340","E01001340","London"
"1341","E01001341","London"
"1342","E01001342","London"
"1343","E01001343","London"
"1344","E01001344","London"
"1345","E01001345","London"
"1346","E01001346","London"
"1347","E01001347","London"
"1348","E01001348","London"
"1349","E01001349","London"
"1350","E01001350","London"
"1351","E01001351","London"
"1352","E01001352","London"
"1353","E01001353","London"
"1354","E01001354","London"
"1355","E01001355","London"
"1356","E01001356","London"
"1357","E01001357","London"
"1358","E01001358","London"
"1359","E01001359","London"
"1360","E01001360","London"
"1361","E01001361","London"
"1362","E01001362","London"
"1363","E01001363","London"
"1364","E01001364","London"
"1365","E01001365","London"
"1366","E01001366","London"
"1367","E01001367","London"
"1368","E01001368","London"
"1369","E01001369","London"
"1370","E01001370","London"
"1371","E01001371","London"
"1372","E01001372","London"
"1373","E01001373","London"
"1374","E01001374","London"
"1375","E01001375","London"
"1376","E01001376","London"
"1377","E01001377","London"
"1378","E01001378","London"
"1379","E01001379","London"
"1380","E01001380","London"
"1381","E01001381","London"
"1382","E01001382","London"
"1383","E01001383","London"
"1384","E01001384","London"
"1385","E01001385","London"
"1386","E01001386","London"
"1387","E01001387","London"
"1388","E01001388","London"
"1389","E01001389","London"
"1390","E01001390","London"
"1391","E01001391","London"
"1392","E01001392","London"
"1393","E01001393","London"
"1394","E01001394","London"
"1395","E01001395","London"
"1396","E01001396","London"
"1397","E01001397","London"
"1398","E01001398","London"
"1399","E01001399","London"
"1400","E01001400","London"
"1401","E01001401","London"
"1402","E01001402","London"
"1403","E01001403","London"
"1404","E01001404","London"
"1405","E01001405","London"
"1406","E01001406","London"
"1407","E01001407","London"
"1408","E01001408","London"
"1409","E01001409","London"
"1410","E01001410","London"
"1411","E01001411","London"
"1412","E01001412","London"
"1413","E01001413","London"
"1414","E01001414","London"
"1415","E01001415","London"
"1416","E01001416","London"
"1417","E01001417","London"
"1418","E01001418","London"
"1419","E01001419","London"
"1420","E01001420","London"
"1421","E01001421","London"
"1422","E01001422","London"
"1423","E01001423","London"
"1424","E01001424","London"
"1425","E01001425","London"
"1426","E01001426","London"
"1427","E01001427","London"
"1428","E01001428","London"
"1429","E01001429","London"
"1430","E01001430","London"
"1431","E01001431","London"
"1432","E01001432","London"
"1433","E01001433","London"
"1434","E01001434","London"
"1435","E01001435","London"
"1436","E01001436","London"
"1437","E01001437","London"
"1438","E01001438","London"
"1439","E01001439","London"
"1440","E01001440","London"
"1441","E01001441","London"
"1442","E01001442","London"
"1443","E01001443","London"
"1444","E01001444","London"
"1445","E01001445","London"
"1446","E01001446","London"
"1447","E01001447","London"
"1448","E01001448","London"
"1449","E01001449","London"
"1450","E01001450","London"
"1451","E01001451","London"
"1452","E01001452","London"
"1453","E01001453","London"
"1454","E01001454","London"
"1455","E01001455","London"
"1456","E01001456","London"
"1457","E01001457","London"
"1458","E01001458","London"
"1459","E01001459","London"
"1460","E01001460","London"
"1461","E01001461","London"
"1462","E01001462","London"
"1463","E01001463","London"
"1464","E01001464","London"
"1465","E01001465","London"
"1466","E01001466","London"
"1467","E01001467","London"
"1468","E01001468","London"
"1469","E01001469","London"
"1470","E01001470","London"
"1471","E01001471","London"
"1472","E01001472","London"
"1473","E01001473","London"
"1474","E01001474","London"
"1475","E01001475","London"
"1476","E01001476","London"
"1477","E01001477","London"
"1478","E01001478","London"
"1479","E01001479","London"
"1480","E01001480","London"
"1481","E01001481","London"
"1482","E01001482","London"
"1483","E01001483","London"
"1484","E01001484","London"
"1485","E01001485","London"
"1486","E01001486","London"
"1487","E01001487","London"
"1488","E01001488","London"
"1489","E01001489","London"
"1490","E01001490","London"
"1491","E01001491","London"
"1492","E01001492","London"
"1493","E01001493","London"
"1494","E01001494","London"
"1495","E01001495","London"
"1496","E01001496","London"
"1497","E01001497","London"
"1498","E01001498","London"
"1499","E01001499","London"
"1500","E01001500","London"
"1501","E01001501","London"
"1502","E01001502","London"
"1503","E01001503","London"
"1504","E01001504","London"
"1505","E01001505","London"
"1506","E01001506","London"
"1507","E01001507","London"
"1508","E01001508","London"
"1509","E01001509","London"
"1510","E01001510","London"
"1511","E01001511","London"
"1512","E01001512","London"
"1513","E01001513","London"
"1514","E01001514","London"
"1515","E01001515","London"
"1516","E01001516","London"
"1517","E01001517","London"
"1518","E01001518","London"
"1519","E01001519","London"
"1520","E01001520","London"
"1521","E01001521","London"
"1522","E01001522","London"
"1523","E01001523","London"
"1524","E01001524","London"
"1525","E01001525","London"
"1526","E01001526","London"
"1527","E01001527","London"
"1528","E01001528","London"
"1529","E01001529","London"
"1530","E01001530","London"
"1531","E01001531","London"
"1532","E01001532","London"
"1533","E01001533","London"
"1534","E01001534","London"
"1535","E01001535","London"
"1536","E01001536","London"
"1537","E01001537","London"
"1538","E01001538","London"
"1539","E01001539","London"
"1540","E01001540","London"
"1541","E01001541","London"
"1542","E01001542","London"
"1543","E01001543","London"
"1544","E01001544","London"
"1545","E01001545","London"
"1546","E01001546","London"
"1547","E01001547","London"
"1548","E01001548","London"
"1549","E01001549","London"
"1550","E01001550","London"
"1551","E01001551","London"
"1552","E01001552","London"
"1553","E01001553","London"
"1554","E01001554","London"
"1555","E01001555","London"
"1556","E01001556","London"
"1557","E01001557","London"
"1558","E01001558","London"
"1559","E01001559","London"
"1560","E01001560","London"
"1561","E01001561","London"
"1562","E01001562","London"
"1563","E01001563","London"
"1564","E01001564","London"
"1565","E01001565","London"
"1566","E01001566","London"
"1567","E01001567","London"
"1568","E01001568","London"
"1569","E01001569","London"
"1570","E01001570","London"
"1571","E01001571","London"
"1572","E01001572","London"
"1573","E01001573","London"
"1574","E01001574","London"
"1575","E01001575","London"
"1576","E01001576","London"
"1577","E01001577","London"
"1578","E01001578","London"
"1579","E01001579","London"
"1580","E01001580","London"
"1581","E01001581","London"
"1582","E01001582","London"
"1583","E01001583","London"
"1584","E01001584","London"
"1585","E01001585","London"
"1586","E01001586","London"
"1587","E01001587","London"
"1588","E01001588","London"
"1589","E01001589","London"
"1590","E01001590","London"
"1591","E01001591","London"
"1592","E01001592","London"
"1593","E01001593","London"
"1594","E01001594","London"
"1595","E01001595","London"
"1596","E01001596","London"
"1597","E01001597","London"
"1598","E01001598","London"
"1599","E01001599","London"
"1600","E01001600","London"
"1601","E01001601","London"
"1602","E01001602","London"
"1603","E01001603","London"
"1604","E01001604","London"
"1605","E01001605","London"
"1606","E01001606","London"
"1607","E01001607","London"
"1608","E01001608","London"
"1609","E01001609","London"
"1610","E01001610","London"
"1611","E01001611","London"
"1612","E01001612","London"
"1613","E01001613","London"
"1614","E01001614","London"
"1615","E01001615","London"
"1616","E01001616","London"
"1617","E01001617","London"
"1618","E01001618","London"
"1619","E01001619","London"
"1620","E01001620","London"
"1621","E01001621","London"
"1622","E01001622","London"
"1623","E01001623","London"
"1624","E01001624","London"
"1625","E01001625","London"
"1626","E01001626","London"
"1627","E01001627","London"
"1628","E01001628","London"
"1629","E01001629","London"
"1630","E01001630","London"
"1631","E01001631","London"
"1632","E01001632","London"
"1633","E01001633","London"
"1634","E01001634","London"
"1635","E01001635","London"
"1636","E01001636","London"
"1637","E01001637","London"
"1638","E01001638","London"
"1639","E01001639","London"
"1640","E01001640","London"
"1641","E01001641","London"
"1642","E01001642","London"
"1643","E01001643","London"
"1644","E01001644","London"
"1645","E01001645","London"
"1646","E01001646","London"
